,element_type,osmid,name,geometry,passengers
377,node,320862727,"Bleckede, Elbweg",POINT (10.7518144 53.2846395),1
378,node,2936483856,"Alt Garge, Waldbad",POINT (10.8044277 53.2580616),2
379,node,3112209667,Brennbusch,POINT (10.7549585 53.2817049),2
380,node,3324922573,Walmsburger Straße,POINT (10.7853326 53.2434432),2
381,node,3371516337,Turnhalle,POINT (10.7981006 53.265378),4
382,node,354506387,,POINT (10.7504645 53.2821462),3
383,node,302553134,"Bleckede, Schiedenitzweg",POINT (10.7416057 53.2800631),5
384,node,2481243765,Schieringen,POINT (10.8235273 53.2335364),2
385,node,1075586972,"Reeßeln, Abzweigung",POINT (10.8611674 53.2354658),4
386,node,2377705328,"Breetze, Bokelstraße",POINT (10.709379 53.2646484),2
387,node,320131115,"Breetze, Ziegelei",POINT (10.7152808 53.270797),3
388,node,297191245,"Artlenburg, Ost",POINT (10.5042912 53.3679135),2
389,node,2973160630,Bessemerstraße,POINT (10.4128482 53.2697777),1
390,node,1459111220,SZ Kaltenmoor,POINT (10.4362805 53.2390035),0
391,node,582819370,Rettmer (Mitte),POINT (10.3697803 53.2139069),6
392,node,5239344687,"Oerzen, Im Dorfe",POINT (10.3244054 53.1933078),7
393,node,668998388,"Amelinghausen, Grundschule",POINT (10.2202329 53.1251788),41
394,node,1259355587,Kastanienweg,POINT (10.1700179 53.126874),30
395,node,665485671,Dehnsener Straße,POINT (10.1920065 53.1252587),33
396,node,668998388,"Amelinghausen, Kirche",POINT (10.2126403 53.1245595),25
397,node,665485671,Soltauer Straße,POINT (10.2084902 53.1247475),29
398,node,318077802,Kloster Lüne,POINT (10.4233448 53.2609955),5
399,node,2298685630,Nikolaihof,POINT (10.3954401 53.2915066),12
400,node,270948120,DRK-Heim,POINT (10.4461997 53.2801254),0
401,node,395336856,Hasenburger Berg,POINT (10.3977854 53.2356105),0
402,node,268754159,Zentralfriedhof,POINT (10.3988728 53.2370178),10
403,node,323190902,Am Eiskeller,POINT (10.3850037 53.2362354),6
404,node,305333659,Auf dem Knieberg,POINT (10.3884282 53.2356314),10
405,node,2693352776,Heidkamp,POINT (10.3931163 53.235028),7
406,node,319010384,Meinekenhop,POINT (10.3876742 53.2375288),12
407,node,175237596,Ringstraße,POINT (10.38936 53.2358785),5
408,node,318900995,Soltauer Straße (Kurzentrum),POINT (10.4016865 53.241219),13
409,node,4213538001,Sandfeld,POINT (10.7222326 53.2853563),2
410,node,2936448612,Kurt-Löwenstein-Schule,POINT (10.7299436 53.2881094),0
411,node,3347854743,Clamartpark,POINT (10.4094815 53.2457263),15
412,node,395336864,Hasenburger Schule,POINT (10.3973858 53.2331247),9
413,node,374423407,Rosenkamp Wendeplatz,POINT (10.3809308 53.2237159),0
414,node,469967662,Övelgönner Weg,POINT (10.3918692 53.2298285),7
415,node,6926404073,Bahnhofstraße,POINT (10.380284 53.2910843),9
416,node,430358199,St.-Nikolai-Straße (Schule),POINT (10.389031 53.2924355),10
417,node,2988597647,Königsberger Straße,POINT (10.4086651 53.2627692),1
418,node,2368355707,Pieperstraße,POINT (10.3933335 53.2950296),7
419,node,299750887,Am Graben,POINT (10.4180528 53.2668709),5
420,node,299750852,Böcklerstraße/TÜV,POINT (10.4098875 53.2716586),3
421,node,3957759599,Eisenbahnbrücke,POINT (10.4189258 53.2623711),1
422,node,1754660733,Goseburgstraße,POINT (10.4181483 53.2646288),4
423,node,181476668,Ilmenaucenter,POINT (10.4165325 53.2608424),2
424,node,268638530,Konrad-Zuse-Allee,POINT (10.4169116 53.2561248),14
425,node,401250060,Dorfstraße,POINT (10.4717328 53.2766905),1
426,node,382366792,EDEKA,POINT (10.4232857 53.2813577),11
427,node,339699613,Brockwinklerweg,POINT (10.3863261 53.2570492),0
428,node,3305522864,"Wendewisch, Hittberger Straße 56",POINT (10.6336008 53.3445568),1
429,node,401250060,"Erbstorf, Feuerwehr",POINT (10.4742246 53.2755275),0
430,node,1687409703,An der Roten Bleiche (Universität),POINT (10.4132004 53.2387357),8
431,node,111246693,Feldstraße (Universität),POINT (10.4137315 53.2420275),8
432,node,351118780,GHS Kreideberg,POINT (10.3982108 53.2619427),7
433,node,361362587,Herderschule,POINT (10.3913545 53.2558772),13
434,node,292566443,Spechtsweg,POINT (10.4164645 53.2323864),16
435,node,278240111,Abzweig Sommerbeck,POINT (10.6778814 53.1898413),8
436,node,306530329,Ehrenfriedhof,POINT (10.7320747 53.1886856),0
437,node,114242773,Kanalbrücke,POINT (10.4842206 53.2356735),16
438,node,663385979,Amselweg,POINT (10.3449174 53.1714801),4
439,node,8716771655,Heinsen,POINT (10.3447019 53.1592249),6
440,node,419327205,Georg - Chors - Weg,POINT (10.2943277 53.2105163),8
441,node,456388987,"Boltersen, Bahnhofstraße",POINT (10.5663192 53.2757253),8
442,node,3366247101,Im Ort,POINT (10.5308366 53.2861978),5
443,node,728601573,Neumühlen bei Rullstorf,POINT (10.5858354 53.2874917),8
444,node,420155010,Das Rote Feld,POINT (10.2405714 53.2353327),7
445,node,320858912,"Alt Garge, Hauptstraße",POINT (10.8022425 53.2651088),2
446,node,278243150,"Eimstorf, Ort",POINT (10.6828334 53.1862227),5
447,node,369829358,Alte Salzstraße,POINT (10.4557029 53.3507868),6
448,node,2332372283,Artlenburger Landstraße,POINT (10.4274564 53.2794438),0
449,node,2406061692,Bockelheide,POINT (10.6403465 53.2810053),0
450,node,317676997,"Wittorf, Birkenweg",POINT (10.355069 53.3270942),10
451,node,8245152809,Veilchenring,POINT (10.3723079 53.2104621),9
452,node,433017861,"Horburg, Im Winkel",POINT (10.3944561 53.3597796),11
453,node,362093968,"Horburg, Schule",POINT (10.4036105 53.3540064),12
454,node,582947071,"St. Dionys, Gotenweg",POINT (10.397319 53.3352977),10
455,node,2370520897,"Artlenburg, Hopfenhof",POINT (10.4862852 53.3725339),6
456,node,275639229,"Barförde, Barförder Elbdeich 22",POINT (10.6282233 53.3678943),6
457,node,774862471,"Dahlenburg, Mittelfeld",POINT (10.7237884 53.1914733),3
458,node,8813390762,"Dahlenburg, Ehrenfriedhof",POINT (10.7314192 53.1888642),3
459,node,1411319176,"Bockelkathen, Auf dem Kreuze",POINT (10.5691162 53.3029267),6
460,node,206278990,"Lüdersburg, Bachkoppelweg",POINT (10.5722596 53.3102723),8
461,node,290823730,"Rosenthal, Ortsmitte",POINT (10.6335663 53.3112261),4
462,node,275648240,"Bleckeder Moor, Zweiter Moorweg",POINT (10.666641 53.2975978),3
463,node,1067860447,"Karze, Am Rotdorn",POINT (10.6752663 53.3154938),3
464,node,206278954,"Neu Jürgenstorf, Ort",POINT (10.6147204 53.3073398),5
465,node,206278954,"Neu Jürgenstorf, Rosenthaler Weg",POINT (10.6168856 53.3075161),9
466,node,3751608250,"Neu Neetze, Haus Nr. 50",POINT (10.6323779 53.301733),3
467,node,287014411,"Garlstorf, Dorfstraße 36",POINT (10.676738 53.3499558),2
468,node,513951024,"Garlstorf, Dorfstraße 68",POINT (10.6697376 53.3511113),4
469,node,1720652175,"Radegast, Pferdekoppel",POINT (10.7071268 53.3533351),9
470,node,410916180,"Radegast, Zum Kirchplatz",POINT (10.7246837 53.3451981),0
471,node,482156873,"Radegast, Elbuferstraße 41",POINT (10.7162708 53.3479752),5
472,node,1294141096,"Wendewisch, Hittberger Straße 59",POINT (10.6473268 53.3539936),0
473,node,8991919413,"Wendewisch, Siedlung",POINT (10.6530073 53.3488213),3
474,node,8716733466,"Barförde, Feuerwehr",POINT (10.6323104 53.3673472),2
475,node,3245889306,"Barförde, Hinter den Höfen",POINT (10.6383729 53.3671791),8
476,node,8718605728,"Garlstorf, Schmiede",POINT (10.6600421 53.3498813),6
477,node,29539485,"Bullendorf, Brücke",POINT (10.566308 53.3447411),3
478,node,260373655,"Hittbergen, Feldstraße",POINT (10.5950416 53.3443083),0
479,node,290823842,"Hittbergen, Im Kamp",POINT (10.5810492 53.34497),7
480,node,3882554551,"Hittbergen, Schönfeld",POINT (10.6152667 53.3642732),1
481,node,7342250178,Wennekath 5,POINT (10.6242331 53.2365926),4
482,node,324045717,Wennekath 8,POINT (10.6322698 53.236357),5
483,node,1281368280,Süttorf,POINT (10.6354576 53.2479476),10
484,node,286860553,Neu Bleckede,POINT (10.7471717 53.3024296),4
485,node,314668739,"Dahlenburg, Fliederweg",POINT (10.7314217 53.1843821),7
486,node,1711950728,"Lemgrabe, An der Kleinbahn",POINT (10.7134588 53.1769326),0
487,node,289344634,Birkenhof,POINT (10.6980317 53.1972976),5
488,node,1053087616,"Ellringen, Ellringer Neetzetal",POINT (10.703255 53.2234077),6
489,node,1838536537,Klein Sommerbeck 15,POINT (10.6785795 53.2014664),4
490,node,82615616,"Wiecheln, Abzweig K 26",POINT (10.6766872 53.2240294),3
491,node,317372769,"Barskamp, Hohe Luft",POINT (10.7771277 53.2415976),0
492,node,252229125,Feldstraße,POINT (10.3702017 53.2894336),10
493,node,311593778,"Radbruch, Peerort",POINT (10.2918472 53.3168729),11
494,node,7950259357,"Echem, Dorfstraße",POINT (10.5331709 53.3367656),7
495,node,299136013,"Marienthal, Alte Salzstraße",POINT (10.4725373 53.3622633),1
496,node,7466201289,"Radbruch, Mühle",POINT (10.3136963 53.3051747),7
497,node,1938275557,"Radbruch, Wittorferweg",POINT (10.2941944 53.3087294),9
498,node,393824226,"Bardowick, Wendeplatz",POINT (10.3559539 53.2938116),7
499,node,7046503994,Hamburger Landstraße,POINT (10.3868997 53.2935428),7
500,node,2697806584,"Artlenburg, Mühle",POINT (10.4989909 53.3687034),13
501,node,356905909,"Dachtmissen, Waldweg",POINT (10.3162694 53.2523063),0
502,node,7048403408,"Wittorf, Hauptstraße",POINT (10.3805995 53.3305839),0
503,node,2537095340,"Wittorf, Brücke",POINT (10.3819406 53.3318132),8
504,node,2536581848,"Wittorf, Neulander Weg",POINT (10.3646075 53.3293056),8
505,node,7679492562,"Handorf, Mühle",POINT (10.3474554 53.338914),8
506,node,880485710,"Handorf, Ortsmitte",POINT (10.345704 53.3435453),9
507,node,294214964,"Vastorf, Gifkendorfer Straße",POINT (10.5461749 53.1974828),3
508,node,278802893,"Vastorf, Bahnbrücke",POINT (10.5455513 53.2001171),3
509,node,109348618,"Horndorf, Kreuzung B 216",POINT (10.587352 53.214515),6
510,node,8526832480,"Rohstorf, Ort",POINT (10.5823456 53.2029603),5
511,node,1851919318,Volkstorf,POINT (10.5459413 53.2062821),2
512,node,121136981,Schule B,POINT (10.5371366 53.2254971),6
513,node,82615634,"Ellringen, Kettelberg",POINT (10.7040434 53.2262198),5
514,node,324243468,"Neetze, Am Ried",POINT (10.6198868 53.2734573),0
515,node,1392485084,"Neu Jürgenstorf, Ahrenschulter",POINT (10.6240146 53.3161402),9
516,node,290823737,"Rosenthal, L 219",POINT (10.6340671 53.3154685),3
517,node,8935642944,Vogelsang 11,POINT (10.6507453 53.3241209),0
518,node,8935642937,"Vogelsang, Ort",POINT (10.6596535 53.3242727),0
519,node,275648241,"Bleckeder Moor, Heidmoor",POINT (10.6731644 53.2995353),1
520,node,1825241579,"Bleckeder Moor, Fuchsweg",POINT (10.6903112 53.2923899),1
521,node,287014402,"Garlstorf, Neu Brackede",POINT (10.6911641 53.348685),3
522,node,287014402,"Brackede, Abzweig Garlstorf",POINT (10.6996707 53.3482567),4
523,node,482156862,"Barförde, Poggenort",POINT (10.6433558 53.3604898),4
524,node,3235803043,"Barförde, Elbdeich 15",POINT (10.6382803 53.3626705),5
525,node,2376837835,Kirchgellerser Straße,POINT (10.2974503 53.2133454),8
526,node,419327366,"Südergellersen, Stähwiesen",POINT (10.2971117 53.2160895),12
527,node,265791156,"Kirchgellersen, Grundschule",POINT (10.2909644 53.2342138),13
528,node,354956451,Dachtmisser Straße,POINT (10.3449053 53.250619),10
529,node,665485671,"Amelinghausen, Bahnhof",POINT (10.2155574 53.1307291),29
530,node,303148144,Tartuer Platz,POINT (10.4329656 53.2528511),10
531,node,1417611429,"Wendhausen, Wendenstraße",POINT (10.5608855 53.2496753),4
532,node,767330154,"Holzen, Op dan Brink",POINT (10.5827643 53.241263),8
533,node,290823834,"Neu Neetze, Denker",POINT (10.6217631 53.2950977),6
534,node,272772967,"Gienau, Wiebecker Straße",POINT (10.6644576 53.1645591),3
535,node,317985403,Groß Sommerbeck 3,POINT (10.6808782 53.2047377),4
536,node,1286011651,"Neu Neetze, Tennisclub",POINT (10.6168579 53.2867567),4
537,node,6401544528,Konrad-Adenauer-Straße Ost,POINT (10.4451221 53.2312612),11
