element_type,osmid,name,x,y
node,3233157088,Eisenbahnbrücke,10.4189258,53.2623711
node,3233157090,Goseburgstraße,10.4181483,53.2646288
node,3233157092,Ilmenaucenter,10.4165325,53.2608424
node,3233157094,Konrad-Zuse-Allee,10.4169116,53.2561248
node,3241135967,Dorfstraße,10.4717328,53.2766905
node,3241135968,EDEKA,10.4232857,53.2813577
node,3273986768,Brockwinklerweg,10.3863261,53.2570492
node,3302907476,"Wendewisch, Hittberger Straße 56",10.6336008,53.3445568
node,3335699957,"Erbstorf, Feuerwehr",10.4743201,53.2757234
node,3338569132,An der Roten Bleiche (Universität),10.4132004,53.2387357
node,3338569134,Feldstraße (Universität),10.4137315,53.2420275
node,3348003479,GHS Kreideberg,10.3982108,53.2619427
node,3348003480,Herderschule,10.3913545,53.2558772
node,3348003482,Spechtsweg,10.4164645,53.2323864
node,3350545353,Abzweig Sommerbeck,10.6778814,53.1898413
node,3350545355,Ehrenfriedhof,10.7320747,53.1886856
node,3350545356,Kanalbrücke,10.4842206,53.2356735
node,3351847266,Amselweg,10.3449174,53.1714801
node,3351847279,Heinsen,10.3447019,53.1592249
node,3352332058,"Ventschau, Am Bach",10.8652087,53.2056699
node,3352332061,Gut Horndorf,10.7950865,53.1969503
node,3352332068,"Tosterglope, Neuhauser Straße",10.822999,53.2095809
node,3352332070,"Ventschau, Ortsmitte",10.856331,53.2011097
node,3352332079,"Tosterglope, Siedlung",10.8168328,53.2069926
node,3359249094,Georg - Chors - Weg,10.2943277,53.2105163
node,3366247099,"Boltersen, Bahnhofstraße",10.5663192,53.2757253
node,3366247100,Im Ort,10.5308366,53.2861978
node,3366247106,Neumühlen bei Rullstorf,10.5858354,53.2874917
node,3366560736,Das Rote Feld,10.2405714,53.2353327
node,3371940810,"Alt Garge, Hauptstraße",10.8022425,53.2651088
node,3374923860,Boitze,10.7470122,53.1491233
node,3374923862,"Eimstorf, Ort",10.6828334,53.1862227
node,3380204864,Artlenburger Landstraße,10.4274564,53.2794438
node,3380204866,Bundesstraße 10,10.5368785,53.3645224
node,3400223174,Bockelheide,10.6403465,53.2810053
node,3535410446,Harmstorf bei Dahlem,10.7594527,53.2143129
node,3675715193,"Wittorf, Birkenweg",10.355069,53.3270942
node,3770564722,Veilchenring,10.3723079,53.2104621
node,3875327735,"Horburg, Im Winkel",10.3944561,53.3597796
node,3875327738,"Horburg, Schule",10.4036105,53.3540064
node,3875331873,"St. Dionys, Gotenweg",10.397319,53.3352977
node,3877144291,"Artlenburg, Hopfenhof",10.4862852,53.3725339
node,3877144297,"Hohnstorf, Dorfstraße",10.5516435,53.3659718
node,4082701885,"Barförde, Barförder Elbdeich 22",10.6282233,53.3678943
node,4128092867,"Dahlenburg, Mittelfeld",10.7237884,53.1914733
node,4128092868,"Dahlenburg, Ehrenfriedhof",10.7314192,53.1888642
node,4346551187,"Bockelkathen, Auf dem Kreuze",10.5691162,53.3029267
node,4362139493,"Lüdersburg, Bachkoppelweg",10.5722596,53.3102723
node,4363688001,"Rosenthal, Ortsmitte",10.6335663,53.3112261
node,4363688114,"Bleckeder Moor, Zweiter Moorweg",10.666641,53.2975978
node,4363688116,"Karze, Am Rotdorn",10.6752663,53.3154938
node,4363688119,"Neu Jürgenstorf, Ort",10.6147204,53.3073398
node,4363688120,"Neu Jürgenstorf, Rosenthaler Weg",10.6168856,53.3075161
node,4363688123,"Neu Neetze, Haus Nr. 50",10.6323779,53.301733
node,4366991851,"Garlstorf, Dorfstraße 36",10.676738,53.3499558
node,4366991853,"Garlstorf, Dorfstraße 68",10.6697376,53.3511113
node,4366991883,"Radegast, Pferdekoppel",10.7071268,53.3533351
node,4366991884,"Radegast, Zum Kirchplatz",10.7246837,53.3451981
node,4366992091,"Radegast, Elbuferstraße 41",10.7162708,53.3479752
node,4368562468,"Wendewisch, Hittberger Straße 59",10.6473268,53.3539936
node,4368562470,"Wendewisch, Siedlung",10.6530073,53.3488213
node,4368562497,"Barförde, Feuerwehr",10.6323104,53.3673472
node,4368562500,"Barförde, Hinter den Höfen",10.6383729,53.3671791
node,4368562503,"Garlstorf, Schmiede",10.6600421,53.3498813
node,4368697373,"Bullendorf, Am Buscheberg",10.5727847,53.3470666
node,4368697375,"Bullendorf, Brücke",10.566308,53.3447411
node,4368697378,"Hittbergen, Feldstraße",10.5950416,53.3443083
node,4368697380,"Hittbergen, Im Kamp",10.5810492,53.34497
node,4368697384,"Hittbergen, Schönfeld",10.6152667,53.3642732
node,4377393653,"Marienau, Gymnasium",10.7253874,53.2037306
node,4412345428,Wennekath 5,10.6242331,53.2365926
node,4412345430,Wennekath 8,10.6322698,53.236357
node,4412349258,Süttorf,10.6354576,53.2479476
node,4413970934,Neu Bleckede,10.7471717,53.3024296
node,4429701550,"Dahlenburg, Fliederweg",10.7314217,53.1843821
node,4429701552,"Lemgrabe, An der Kleinbahn",10.7134588,53.1769326
node,4454099797,"Dahlem, Steinweg",10.7480217,53.2032991
node,4455740045,Birkenhof,10.6980317,53.1972976
node,4455740046,"Ellringen, Ellringer Neetzetal",10.703255,53.2234077
node,4455740049,Klein Sommerbeck 15,10.6785795,53.2014664
node,4455741197,"Wiecheln, Abzweig K 26",10.6766872,53.2240294
node,4455744289,Köstorf 6 (K 11),10.753793,53.2289146
node,4457183489,"Barskamp, Hohe Luft",10.7771277,53.2415976
node,4487714196,Gülstorf Abzw.,10.8458862,53.2645277
node,4487714197,Krusendorf,10.858633,53.2952247
node,4487714209,Stiepelse,10.8023193,53.2889502
node,4501550089,"Niendorf (Amt Neuhaus), Hof",10.8606388,53.3103285
node,4501550091,Preten,10.9066144,53.3185314
node,4515532881,Feldstraße,10.3702017,53.2894336
node,4526602540,"Radbruch, Peerort",10.2918472,53.3168729
node,4543258120,"Echem, Dorfstraße",10.5331709,53.3367656
node,4692757974,"Marienthal, Alte Salzstraße",10.4725373,53.3622633
node,4888485770,"Radbruch, Mühle",10.3136963,53.3051747
node,4888485772,"Radbruch, Wittorferweg",10.2941944,53.3087294
node,4888559937,"Bardowick, Wendeplatz",10.3559539,53.2938116
node,4892725160,Hamburger Landstraße,10.3868997,53.2935428
node,4892913740,"Artlenburg, Mühle",10.4989909,53.3687034
node,4980567980,"Wetzen, Dorfstraße",10.2392624,53.1744975
node,4995717621,"Dachtmissen, Waldweg",10.3162694,53.2523063
node,5003622023,Neestahl,10.8636808,53.1803649
node,5003716030,"Kovahl, Alter Rundling",10.8592911,53.1828875
node,5005381721,"Nahrendorf, Im Klint",10.8119912,53.1735735
node,5010215974,"Wittorf, Hauptstraße",10.3805995,53.3305839
node,5010215978,"Wittorf, Brücke",10.3819406,53.3318132
node,5010215981,"Wittorf, Neulander Weg",10.3646075,53.3293056
node,5010215985,"Handorf, Mühle",10.3474554,53.338914
node,5010215988,"Handorf, Ortsmitte",10.345704,53.3435453
node,5082588524,"Vastorf, Gifkendorfer Straße",10.5461749,53.1974828
node,5082588525,"Vastorf, Bahnbrücke",10.5455513,53.2001171
node,5084779651,"Horndorf, Kreuzung B 216",10.587352,53.214515
node,5084779652,"Rohstorf, Ort",10.5823456,53.2029603
node,5178976814,Gülze bei Neuhaus,10.9182966,53.2856608
node,5184597399,Dellien,10.9216774,53.307325
node,5184597401,Sückau,10.9570125,53.3169643
node,5244983296,Volkstorf,10.5459413,53.2062821
node,5244983299,Schule B,10.5371366,53.2254971
node,5249594237,"Ellringen, Kettelberg",10.7040434,53.2262198
node,5251240975,"Neetze, Am Ried",10.6198868,53.2734573
node,5254791748,"Neu Jürgenstorf, Ahrenschulter",10.6240146,53.3161402
node,5254791750,"Rosenthal, L 219",10.6340671,53.3154685
node,5254791752,Vogelsang 11,10.6507453,53.3241209
node,5254791754,"Vogelsang, Ort",10.6596535,53.3242727
node,5254792594,"Bleckeder Moor, Heidmoor",10.6731644,53.2995353
node,5254792604,"Bleckeder Moor, Fuchsweg",10.6903112,53.2923899
node,5254895851,"Garlstorf, Neu Brackede",10.6911641,53.348685
node,5254895853,"Brackede, Abzweig Garlstorf",10.6996707,53.3482567
node,5254895855,"Barförde, Poggenort",10.6433558,53.3604898
node,5254895857,"Barförde, Elbdeich 15",10.6382803,53.3626705
node,5323518001,"Rolfsen, Alte Rolfsener Straße",10.1577015,53.1631235
node,5835144885,Kirchgellerser Straße,10.2974503,53.2133454
node,5835144887,"Südergellersen, Stähwiesen",10.2971117,53.2160895
node,5835144890,"Kirchgellersen, Grundschule",10.2909644,53.2342138
node,5835144894,Dachtmisser Straße,10.3449053,53.250619
node,5835157427,"Amelinghausen, Bahnhof",10.2155574,53.1307291
node,5839014553,"Drögennindorf, Bahnhof",10.3004922,53.148132
node,5839014555,"Betzendorf, Im Dorfe",10.3109037,53.1369248
node,5839060286,"Wetzen, Kreuzung",10.2116968,53.1775181
node,5839060289,"Neu Oldendorf, L 234",10.2108861,53.1712175
node,5847254981,"Rehlingen, Denkmal",10.2203923,53.1059339
node,5847254983,"Ehlbeck, Apfelstraße",10.1584198,53.088432
node,5847254984,"Ehlbeck, Finkenberg",10.152315,53.0871268
node,5847255385,"Rehrhof, Munsterstraße",10.1461273,53.0922053
node,5849915775,"Tellmer, Dorfstraße",10.3020999,53.1118502
node,5849915777,"Tellmer, Rosengarten",10.2975945,53.105336
node,5849915782,"Diersbüttel, Siedlung",10.2769888,53.1027537
node,5849915784,"Diersbüttel, Ortsmitte",10.2610709,53.0997887
node,5849955405,"Betzendorf, Abzweigung Glüsingen",10.3107364,53.1248687
node,5849955409,"Hohenesch, Abzweigung",10.3078929,53.1187899
node,6051680631,Pommau,10.9563903,53.2124082
node,6051680633,Vockfey,10.9370763,53.2248968
node,6051680642,"Darchau, Fähre",10.8942647,53.2361882
node,6051680648,Konau,10.8794293,53.2500934
node,6051680916,Groß Banratz,10.9391075,53.2412545
node,6051680918,"Neuhaus, Mühle",10.9259342,53.2739769
node,6051680921,Haar,10.9177833,53.26192
node,6100845398,"Köhlingen, Abzweig Ventschau",10.8397447,53.2130333
node,6101285139,"Neestahl, Abzweig Tangsehl",10.8722471,53.1715147
node,6101285143,"Pommoißel, Pommoißeler Straße",10.8674829,53.1638469
node,6101338519,"Neetzendorf, Ort",10.7632645,53.1613589
node,6101339119,Lüben,10.8552935,53.1572013
node,6104223415,Tartuer Platz,10.4329656,53.2528511
node,6225796629,"Wendhausen, Wendenstraße",10.5608855,53.2496753
node,6225796644,"Holzen, Op dan Brink",10.5827643,53.241263
node,6225954386,"Neu Neetze, Denker",10.6217631,53.2950977
node,6262801046,"Gienau, Wiebecker Straße",10.6644576,53.1645591
node,6264852973,Groß Sommerbeck 3,10.6808782,53.2047377
node,6267024174,"Neu Neetze, Tennisclub",10.6168579,53.2867567
node,6296504320,"Herrenhof, Fähre",11.0507685,53.1626824
node,6296504324,Brandstade,11.067237,53.1608683
node,6296504865,Goosewerder,11.0839525,53.1533454
node,6306422705,Eichdorfer Straße,10.8114417,53.1597665
node,6312555596,"Stiepelse, Ausbau",10.8003884,53.2962324
node,6312555609,"Niendorf (Amt Neuhaus), Ausbau",10.8878229,53.3011784
node,6978002258,"Breese, Abzw. Göhrde Bahnhof",10.8513983,53.1664917
node,7061659845,Konrad-Adenauer-Straße Ost,10.4451221,53.2312612
node,7581206349,Mücklingen,10.7841419,53.1803332
node,7590545337,"Rassau, Abzweig",11.0329959,53.1843299
node,7590581738,Pinnau,11.0783185,53.1802327
node,7590581739,Tripkau,11.1053914,53.1826945
node,7593613601,Darchau,10.8967718,53.2400427
node,7752583246,"Oldendorf (Luhe), Abzw. Wohlenbüttel",10.2110021,53.1433429
node,7947700409,Laave Dorf,11.0683756,53.2187219
node,9005254482,"Diersbüttel, Haus Nr.15",10.2579863,53.1005081
node,9005254484,Bockum,10.2033497,53.0906649
node,9181347107,Laave Siedlung,11.0449693,53.2388324
node,9181347116,Kaarßen Ausbau,11.0580075,53.2118765
