name,x,y,passengers,cluster
"Wiecheln, Abzweig K 26",10.6766872,53.2240294,0,
"Barskamp, Hohe Luft",10.7771277,53.2415976,10,0.0
Feldstraße,10.3702017,53.2894336,11,34.0
"Radbruch, Peerort",10.2918472,53.3168729,12,17.0
"Echem, Dorfstraße",10.5331709,53.3367656,8,7.0
"Marienthal, Alte Salzstraße",10.4725373,53.3622633,2,14.0
"Radbruch, Mühle",10.3136963,53.3051747,11,17.0
"Radbruch, Wittorferweg",10.2941944,53.3087294,10,17.0
"Bardowick, Wendeplatz",10.3559539,53.2938116,11,17.0
Hamburger Landstraße,10.3868997,53.2935428,7,29.0
"Artlenburg, Mühle",10.4989909,53.3687034,9,14.0
"Dachtmissen, Waldweg",10.3162694,53.2523063,14,25.0
"Wittorf, Hauptstraße",10.3805995,53.3305839,9,29.0
"Wittorf, Brücke",10.3819406,53.3318132,8,21.0
"Wittorf, Neulander Weg",10.3646075,53.3293056,7,21.0
"Handorf, Mühle",10.3474554,53.338914,8,21.0
"Handorf, Ortsmitte",10.345704,53.3435453,9,21.0
"Vastorf, Gifkendorfer Straße",10.5461749,53.1974828,10,11.0
"Vastorf, Bahnbrücke",10.5455513,53.2001171,2,11.0
"Horndorf, Kreuzung B 216",10.587352,53.214515,3,11.0
"Rohstorf, Ort",10.5823456,53.2029603,0,
Volkstorf,10.5459413,53.2062821,3,11.0
Schule B,10.5371366,53.2254971,6,20.0
"Ellringen, Kettelberg",10.7040434,53.2262198,6,1.0
"Neetze, Am Ried",10.6198868,53.2734573,4,6.0
"Neu Jürgenstorf, Ahrenschulter",10.6240146,53.3161402,3,5.0
"Rosenthal, L 219",10.6340671,53.3154685,5,5.0
Vogelsang 11,10.6507453,53.3241209,3,5.0
"Vogelsang, Ort",10.6596535,53.3242727,6,5.0
"Bleckeder Moor, Heidmoor",10.6731644,53.2995353,0,
"Bleckeder Moor, Fuchsweg",10.6903112,53.2923899,4,2.0
"Garlstorf, Neu Brackede",10.6911641,53.348685,2,
"Brackede, Abzweig Garlstorf",10.6996707,53.3482567,3,4.0
"Barförde, Poggenort",10.6433558,53.3604898,0,
"Barförde, Elbdeich 15",10.6382803,53.3626705,14,4.0
Kirchgellerser Straße,10.2974503,53.2133454,8,13.0
"Südergellersen, Stähwiesen",10.2971117,53.2160895,7,13.0
"Kirchgellersen, Grundschule",10.2909644,53.2342138,9,13.0
Dachtmisser Straße,10.3449053,53.250619,14,25.0
"Amelinghausen, Bahnhof",10.2155574,53.1307291,23,12.0
Tartuer Platz,10.4329656,53.2528511,9,48.0
"Wendhausen, Wendenstraße",10.5608855,53.2496753,2,15.0
"Holzen, Op dan Brink",10.5827643,53.241263,6,11.0
"Neu Neetze, Denker",10.6217631,53.2950977,7,5.0
"Gienau, Wiebecker Straße",10.6644576,53.1645591,4,1.0
Groß Sommerbeck 3,10.6808782,53.2047377,4,3.0
"Neu Neetze, Tennisclub",10.6168579,53.2867567,4,6.0
Konrad-Adenauer-Straße Ost,10.4451221,53.2312612,9,27.0
