name,x,y,osmid,passengers,cluster
Brockwinklerweg,10.3863261,53.2570492,339699613,0,
"Wendewisch, Hittberger Straße 56",10.6336008,53.3445568,3305522864,5,13.0
"Erbstorf, Feuerwehr",10.4742246,53.2755275,401250060,1,17.0
An der Roten Bleiche (Universität),10.4132004,53.2387357,1687409703,10,49.0
Feldstraße (Universität),10.4137315,53.2420275,111246693,13,48.0
GHS Kreideberg,10.3982108,53.2619427,351118780,10,45.0
Herderschule,10.3913545,53.2558772,361362587,13,46.0
Spechtsweg,10.4164645,53.2323864,292566443,14,49.0
Abzweig Sommerbeck,10.6778814,53.1898413,278240111,4,6.0
Ehrenfriedhof,10.7320747,53.1886856,306530329,6,6.0
Kanalbrücke,10.4842206,53.2356735,114242773,7,30.0
Amselweg,10.3449174,53.1714801,663385979,5,9.0
Heinsen,10.3447019,53.1592249,8716771655,3,9.0
Georg - Chors - Weg,10.2943277,53.2105163,419327205,13,10.0
"Boltersen, Bahnhofstraße",10.5663192,53.2757253,456388987,3,19.0
Im Ort,10.5308366,53.2861978,3366247101,6,28.0
Neumühlen bei Rullstorf,10.5858354,53.2874917,728601573,2,19.0
Das Rote Feld,10.2405714,53.2353327,420155010,10,14.0
"Alt Garge, Hauptstraße",10.8022425,53.2651088,320858912,3,8.0
"Eimstorf, Ort",10.6828334,53.1862227,278243150,4,6.0
Alte Salzstraße,10.4557029,53.3507868,369829358,6,5.0
Artlenburger Landstraße,10.4274564,53.2794438,2332372283,0,
Bockelheide,10.6403465,53.2810053,2406061692,8,21.0
"Wittorf, Birkenweg",10.355069,53.3270942,317676997,15,0.0
Veilchenring,10.3723079,53.2104621,8245152809,4,27.0
"Horburg, Im Winkel",10.3944561,53.3597796,433017861,12,11.0
"Horburg, Schule",10.4036105,53.3540064,362093968,7,11.0
"St. Dionys, Gotenweg",10.397319,53.3352977,582947071,13,11.0
"Artlenburg, Hopfenhof",10.4862852,53.3725339,2370520897,8,5.0
"Barförde, Barförder Elbdeich 22",10.6282233,53.3678943,275639229,3,1.0
"Dahlenburg, Mittelfeld",10.7237884,53.1914733,774862471,3,6.0
"Dahlenburg, Ehrenfriedhof",10.7314192,53.1888642,8813390762,9,6.0
"Bockelkathen, Auf dem Kreuze",10.5691162,53.3029267,1411319176,4,13.0
"Lüdersburg, Bachkoppelweg",10.5722596,53.3102723,206278990,4,13.0
"Rosenthal, Ortsmitte",10.6335663,53.3112261,290823730,3,13.0
"Bleckeder Moor, Zweiter Moorweg",10.666641,53.2975978,275648240,5,15.0
"Karze, Am Rotdorn",10.6752663,53.3154938,1067860447,1,15.0
"Neu Jürgenstorf, Ort",10.6147204,53.3073398,206278954,6,
"Neu Jürgenstorf, Rosenthaler Weg",10.6168856,53.3075161,206278954,3,13.0
"Neu Neetze, Haus Nr. 50",10.6323779,53.301733,3751608250,2,13.0
"Garlstorf, Dorfstraße 36",10.676738,53.3499558,287014411,3,1.0
"Garlstorf, Dorfstraße 68",10.6697376,53.3511113,513951024,4,1.0
"Radegast, Pferdekoppel",10.7071268,53.3533351,1720652175,5,1.0
"Radegast, Zum Kirchplatz",10.7246837,53.3451981,410916180,1,1.0
"Radegast, Elbuferstraße 41",10.7162708,53.3479752,482156873,2,1.0
"Wendewisch, Hittberger Straße 59",10.6473268,53.3539936,1294141096,3,1.0
"Wendewisch, Siedlung",10.6530073,53.3488213,8991919413,5,1.0
"Barförde, Feuerwehr",10.6323104,53.3673472,8716733466,3,1.0
"Barförde, Hinter den Höfen",10.6383729,53.3671791,3245889306,5,1.0
"Garlstorf, Schmiede",10.6600421,53.3498813,8718605728,6,1.0
"Bullendorf, Brücke",10.566308,53.3447411,29539485,4,19.0
"Hittbergen, Feldstraße",10.5950416,53.3443083,260373655,8,1.0
"Hittbergen, Im Kamp",10.5810492,53.34497,290823842,4,13.0
"Hittbergen, Schönfeld",10.6152667,53.3642732,3882554551,5,1.0
Wennekath 5,10.6242331,53.2365926,7342250178,8,20.0
Wennekath 8,10.6322698,53.236357,324045717,6,20.0
Süttorf,10.6354576,53.2479476,1281368280,4,20.0
Neu Bleckede,10.7471717,53.3024296,286860553,4,15.0
"Dahlenburg, Fliederweg",10.7314217,53.1843821,314668739,11,6.0
"Lemgrabe, An der Kleinbahn",10.7134588,53.1769326,1711950728,9,2.0
Birkenhof,10.6980317,53.1972976,289344634,7,2.0
"Ellringen, Ellringer Neetzetal",10.703255,53.2234077,1053087616,6,2.0
Klein Sommerbeck 15,10.6785795,53.2014664,1838536537,3,6.0
"Wiecheln, Abzweig K 26",10.6766872,53.2240294,82615616,3,2.0
"Barskamp, Hohe Luft",10.7771277,53.2415976,317372769,2,8.0
Feldstraße,10.3702017,53.2894336,252229125,6,18.0
"Radbruch, Peerort",10.2918472,53.3168729,311593778,12,4.0
"Echem, Dorfstraße",10.5331709,53.3367656,7950259357,9,19.0
"Marienthal, Alte Salzstraße",10.4725373,53.3622633,299136013,5,5.0
"Radbruch, Mühle",10.3136963,53.3051747,7466201289,12,4.0
"Radbruch, Wittorferweg",10.2941944,53.3087294,1938275557,9,4.0
"Bardowick, Wendeplatz",10.3559539,53.2938116,393824226,7,4.0
Hamburger Landstraße,10.3868997,53.2935428,7046503994,9,12.0
"Artlenburg, Mühle",10.4989909,53.3687034,2697806584,6,5.0
"Dachtmissen, Waldweg",10.3162694,53.2523063,356905909,11,16.0
"Wittorf, Hauptstraße",10.3805995,53.3305839,7048403408,5,12.0
"Wittorf, Brücke",10.3819406,53.3318132,2537095340,8,0.0
"Wittorf, Neulander Weg",10.3646075,53.3293056,2536581848,6,0.0
"Handorf, Mühle",10.3474554,53.338914,7679492562,9,0.0
"Handorf, Ortsmitte",10.345704,53.3435453,880485710,2,0.0
"Vastorf, Gifkendorfer Straße",10.5461749,53.1974828,294214964,3,21.0
"Vastorf, Bahnbrücke",10.5455513,53.2001171,278802893,5,21.0
"Horndorf, Kreuzung B 216",10.587352,53.214515,109348618,1,21.0
"Rohstorf, Ort",10.5823456,53.2029603,8526832480,1,21.0
Volkstorf,10.5459413,53.2062821,1851919318,5,21.0
Schule B,10.5371366,53.2254971,121136981,2,30.0
"Ellringen, Kettelberg",10.7040434,53.2262198,82615634,2,2.0
"Neetze, Am Ried",10.6198868,53.2734573,324243468,4,20.0
"Neu Jürgenstorf, Ahrenschulter",10.6240146,53.3161402,1392485084,6,13.0
"Rosenthal, L 219",10.6340671,53.3154685,290823737,8,13.0
Vogelsang 11,10.6507453,53.3241209,8935642944,5,21.0
"Vogelsang, Ort",10.6596535,53.3242727,8935642937,3,21.0
"Bleckeder Moor, Heidmoor",10.6731644,53.2995353,275648241,6,15.0
"Bleckeder Moor, Fuchsweg",10.6903112,53.2923899,1825241579,3,15.0
"Garlstorf, Neu Brackede",10.6911641,53.348685,287014402,4,
"Brackede, Abzweig Garlstorf",10.6996707,53.3482567,287014402,2,1.0
"Barförde, Poggenort",10.6433558,53.3604898,482156862,1,1.0
"Barförde, Elbdeich 15",10.6382803,53.3626705,3235803043,1,1.0
Kirchgellerser Straße,10.2974503,53.2133454,2376837835,9,10.0
"Südergellersen, Stähwiesen",10.2971117,53.2160895,419327366,16,10.0
"Kirchgellersen, Grundschule",10.2909644,53.2342138,265791156,8,16.0
Dachtmisser Straße,10.3449053,53.250619,354956451,16,16.0
"Amelinghausen, Bahnhof",10.2155574,53.1307291,665485671,27,7.0
Tartuer Platz,10.4329656,53.2528511,303148144,3,43.0
"Wendhausen, Wendenstraße",10.5608855,53.2496753,1417611429,4,19.0
"Holzen, Op dan Brink",10.5827643,53.241263,767330154,5,19.0
"Neu Neetze, Denker",10.6217631,53.2950977,290823834,5,13.0
"Gienau, Wiebecker Straße",10.6644576,53.1645591,272772967,5,2.0
Groß Sommerbeck 3,10.6808782,53.2047377,317985403,5,6.0
"Neu Neetze, Tennisclub",10.6168579,53.2867567,1286011651,10,20.0
Konrad-Adenauer-Straße Ost,10.4451221,53.2312612,6401544528,16,25.0
